sample_id,length_1,length_2,Shape,Direction,Length,Position,Duration
1,224,454,0.8747723760657738,0.7547418609507293,0.87904497486891,0.7491250460784427,0.8316790642408076
2,92,220,0.8706181157684841,0.7438421826858318,0.8220533720760168,0.7667054493564129,0.8431302931449998
3,397,194,0.8762913975862715,0.7752296867736933,0.8741859140351002,0.7653315939586064,0.8275158863358211
4,234,280,0.8731291985582472,0.7821983387391103,0.880417196801407,0.7815827642150884,0.8483328749057687
5,506,132,0.868926953540966,0.6637773913612837,0.8191997125877453,0.7311138364577507,0.8409934062545765
6,567,425,0.880129698344011,0.8000324973870494,0.8832213239873232,0.7809172885933555,0.8483083687530752
7,367,399,0.8797539270903458,0.8116566744567463,0.8815096629005916,0.7672124428180995,0.8500523602049966
8,276,1105,0.8623422004011263,0.6648730243038394,0.8291862264464003,0.7376421997151623,0.8312975218336889
9,140,209,0.872141604256639,0.758887643207636,0.8712020321536859,0.7502386191638933,0.8542643583049325
10,135,120,0.8747467021112323,0.7738870490309826,0.8803012315910859,0.7843390331475428,0.8406592881522439
11,577,144,0.8693760824395297,0.6649977490768524,0.8405645516512965,0.7267140581017898,0.8292907612394398
12,120,715,0.8615931682205754,0.612793513115045,0.7827790673104026,0.7383873045714916,0.7903945834233287
13,382,307,0.8737854017089673,0.7812805133545153,0.8763805557200247,0.7718704090782427,0.8353245014418796
14,262,198,0.8829581429873946,0.800175852366452,0.8803392563342753,0.7967180808877652,0.8377914410758912
15,426,555,0.8752117754181563,0.7798338890989874,0.874363816312654,0.7727189433829275,0.8217620944998352
16,104,155,0.8781830543824134,0.8014178215468147,0.8854709330247279,0.7866343464087378,0.8298091943882473
17,288,27,0.8570500336743072,0.5354988579205457,0.785637366871869,0.6729849404722094,0.8364948189106781
18,197,918,0.870134008474054,0.6486495028100707,0.8266971815105487,0.744216344323919,0.85170419998099
19,403,413,0.8843424370501858,0.8033295250191955,0.8836498267962976,0.778689626502944,0.8556053046540797
20,480,109,0.870098999677619,0.6646839059858988,0.8295659862759064,0.7338223508063237,0.837180053580352
21,385,420,0.8741324285573155,0.8094508353369237,0.8744493711956828,0.7755846331089081,0.8425525584006794
22,188,121,0.8680223051033794,0.7498938537716711,0.8560349869256983,0.7762295410942732,0.8190943321491655
23,88,697,0.8539782942502611,0.5703877567426715,0.7881639784417601,0.7359986511883391,0.8110388265400672
24,420,27,0.859490896973391,0.5399387486747456,0.8031381004505612,0.7101910431599834,0.8454595842270256
25,333,399,0.8743846462962866,0.7759370152172665,0.8805879430090263,0.7789594965519274,0.8262472489485525
26,579,61,0.8472921734798384,0.5398310759890654,0.7818169619441498,0.7068123360219446,0.8665029113266236
27,166,155,0.8667977581020601,0.8078754315603384,0.870036474670324,0.7649005876688589,0.8279941097252573
28,534,244,0.8805492485261941,0.7378817135495483,0.873067983436184,0.7658857007081612,0.8366879315230205
29,161,469,0.8716537475326632,0.7043332397161264,0.8592625226316655,0.7537550872987101,0.8300125316141221
30,215,343,0.8772617261759752,0.7826653560583685,0.856375389582362,0.7739811706993476,0.8357725110625482
31,57,121,0.8694888519341641,0.7608552092588672,0.8755917985532641,0.7661093191034204,0.7991603946669178
32,409,160,0.8747862846047751,0.7544951489409659,0.8557806145277461,0.7558692311592458,0.8328840387389145
33,56,239,0.8526632556160156,0.6327630022898929,0.8285455664226191,0.7504183822057463,0.8184717933567358
34,453,193,0.8784556457685654,0.7489413113989979,0.8703419982948823,0.7737498604168538,0.8575863175930758
35,302,154,0.876616418171752,0.759961478572293,0.8552584489546167,0.7740473015669316,0.8386868603110668
36,631,217,0.8688390958656046,0.7150450202610863,0.8590891884869907,0.722995095954577,0.8416397187254901
37,120,401,0.8649841457855496,0.6752660327075284,0.8451070320217666,0.7261913261008415,0.8249102335449126
38,346,333,0.8839799250403786,0.7968524850107016,0.8830171349033407,0.7676789900101639,0.8323395243245758
39,510,178,0.8766932095655746,0.6937205329664584,0.8564395106052783,0.743629973420586,0.8166705530419559
40,188,72,0.8704517228674974,0.67930538839716,0.8831012520148221,0.766910777738788,0.8335775589424699
41,774,54,0.8499750859869031,0.5382539283293325,0.7504801751784135,0.6940499753216911,0.8293137233997547
42,890,924,0.8822659267307725,0.7972630148930131,0.8823968794484731,0.7751849942760091,0.8462284842830298
43,85,273,0.8672542459850415,0.7024971898969123,0.8571558988667256,0.7183459472370147,0.8192800855056613
44,38,197,0.8571013702772209,0.5830931985932788,0.8263942127838441,0.7130480082156074,0.8710685467241985
45,212,510,0.8679397068968397,0.7256843805791726,0.859779361418338,0.758786609155962,0.8447297184011368
46,570,784,0.8791216310569363,0.7832956969504391,0.8747544094140801,0.7702909433425931,0.8355597086545896
47,439,217,0.8766299941915608,0.7470561170307992,0.8738118705919244,0.7460658313782245,0.8354659765221886
48,276,154,0.8649193218291349,0.7497904915608229,0.8693910196991161,0.7728701744022244,0.81814651973859
49,163,24,0.8588078472677647,0.6340980651134209,0.7972899958880846,0.7113977549528352,0.7957312515198833
50,654,226,0.8710409662295333,0.702474639111476,0.8591406035225186,0.7338162737920308,0.8248614396458676
51,38,236,0.8546436748454656,0.6499023194304108,0.8110225158430648,0.7370239495266524,0.7996455279734005
52,789,224,0.8696483301445623,0.6517426123520649,0.8380660187166283,0.7670360472427713,0.8260677225030876
53,199,262,0.8737522546345837,0.8023404901798448,0.8579966635666023,0.7819658346654166,0.8409006620373318
54,483,674,0.8789386020397952,0.7989881790148199,0.8850210050223858,0.7849584923925945,0.8393681516517654
55,156,482,0.8684188215048051,0.7159531847868018,0.8420884534725315,0.7334672012030761,0.8487112382033102
56,96,101,0.8608971797147043,0.7879370981662134,0.8732453695862841,0.758797679030982,0.7885614712857638
57,187,227,0.8864209283806417,0.7932917928284318,0.8897582261674308,0.7682572655764016,0.8238122955689937
58,276,388,0.881888490851082,0.7945686217521215,0.8678960436045847,0.7698982464632376,0.8292496449064517
59,434,750,0.8832695061757799,0.78463704671506,0.8745439291616817,0.767182735895876,0.833060550658997
60,376,309,0.8866281296760676,0.8031490883414344,0.8796671800984113,0.7546697748565911,0.8372583862435886
61,265,620,0.8791125026803978,0.7555212922164665,0.8614391371644512,0.7655813021029763,0.8435352173640555
62,169,155,0.8788391734011858,0.8291498399959472,0.8758055688338988,0.7914776377261032,0.8244990516660491
63,109,128,0.8775518867636413,0.8189468819608062,0.8673942477922628,0.810165383830516,0.8520504767001866
64,281,230,0.8822255164758165,0.8078672934810347,0.8662575226082777,0.7710380127192991,0.8379594506881088
65,283,175,0.8721511618417197,0.7733613762369633,0.8704648333375697,0.7503202450869981,0.827519671385897
66,106,560,0.8641778665770403,0.6206066213957151,0.8152908029134611,0.7333059611289569,0.7959613145773015
67,383,369,0.8791686964288764,0.8012826864085856,0.8685200879872863,0.7829045455379008,0.8290571666976958
68,128,270,0.8767227383991989,0.7658666942900842,0.8625382378892923,0.7670474711984311,0.8347977888855981
69,1027,369,0.8767005644347785,0.7098922221875682,0.8531107485728103,0.7544754370911013,0.8352718594170863
70,572,287,0.8724248328640694,0.7524740522878722,0.8638677163285324,0.7609694397615172,0.8429038187762937
71,403,219,0.8867903490183793,0.778314051649144,0.8792145919576249,0.7582144960595925,0.8293669372426352
72,717,223,0.8673326314016265,0.6874139248900644,0.8607407445139261,0.7485304721145359,0.8256432784780018
73,578,144,0.8681076602440999,0.702276459562623,0.8607645943886988,0.7271143726772351,0.8245536540618823
74,414,45,0.841602037497962,0.5490711515806698,0.7577170508627935,0.6490127857182512,0.8611525683961946
75,965,221,0.8605941786867658,0.6289782497077785,0.8115458170068897,0.7241267013165014,0.8254101075497473
76,294,71,0.8552629887099275,0.6917416272725077,0.842950779175073,0.7698229965288611,0.8413584856998553
77,143,334,0.8730542427365977,0.7780965782422199,0.8762622370226518,0.7499997909634097,0.8434484939887967
78,484,1157,0.8763304764788827,0.735432975839764,0.8635125148924206,0.7612453286960439,0.8214671920649151
79,265,140,0.8763508132500752,0.7512339555778985,0.8691998791858131,0.776192347876987,0.8362700242909441
80,91,297,0.8696867060150423,0.6994708921792769,0.84589880627582,0.7518317955185991,0.8327585098218473
81,513,197,0.8715443104570777,0.7326291832316572,0.8494857240145419,0.7634755001637107,0.830883659767238
82,188,131,0.879002059539066,0.792742113861202,0.8816947034024498,0.7743635661344199,0.8290808065543668
83,206,629,0.8730234035145148,0.750054509949241,0.8584763250563187,0.7451169205246958,0.8347765340239766
84,225,39,0.8547417033324068,0.5854430442543932,0.842446125336173,0.738970637637371,0.8585054054910691
85,104,401,0.8700320289263969,0.6556020772029313,0.8338271130182513,0.7096148572775995,0.8192584403488418
86,145,400,0.8795614610653852,0.7044800571880927,0.8690911530021068,0.7705310878704951,0.8451100765571089
87,570,929,0.8803729429498279,0.7949115621803382,0.8778014895111566,0.7651176846906508,0.8339388003752067
88,271,736,0.8730089186512988,0.6988757105401159,0.8436397484406697,0.7589196223512545,0.8514413329487516
89,280,93,0.8757043291710773,0.6867463689268216,0.873493813212773,0.7478938493116162,0.834472621484501
90,152,203,0.8782726594913006,0.7853145231705789,0.8849493976167708,0.7482245963292451,0.8127281089445377
91,295,657,0.8745698482060793,0.743457319283024,0.8673256797178,0.7557391046037574,0.8399236332424915
92,189,298,0.8658531315034143,0.789851559386864,0.8715227468191351,0.7631646243063279,0.8386554208079956
93,717,84,0.8490666577582267,0.5752966717043287,0.7771343778232068,0.7273169472383993,0.8197452485482318
94,324,361,0.8828818755647616,0.8184483809336086,0.8895994767516089,0.771526502233363,0.8330387628247936
95,378,220,0.871030283097057,0.7883939739773705,0.865027598785904,0.7576215920655345,0.833537294601128
96,407,410,0.8778155660358107,0.810068631697417,0.8731022231743337,0.7952715885461883,0.8232686424630351
97,343,452,0.8884635754903891,0.8077208039692727,0.8785673129599971,0.7834597197995736,0.8336430238595965
98,92,314,0.8776096383278877,0.7116185107917665,0.8679551885706284,0.7258691237183048,0.848135383781681
99,247,416,0.8799984695961812,0.7849511328064276,0.8854008160005318,0.7671247249144143,0.8313407536589257
100,207,364,0.8714781230085653,0.7796842205851118,0.8669542225682039,0.7539167734693548,0.8200576390523768
101,107,129,0.8805381442016099,0.7900772517486222,0.8944438778172343,0.7755690759462108,0.8641421537729495
102,248,297,0.875063470397523,0.8071098143637259,0.8814868657153083,0.7900972569025085,0.8509565151331131
103,202,26,0.8562593473100535,0.5353881350464709,0.8033750471975348,0.7029869571375136,0.8507799394976843
104,364,524,0.8784784269693613,0.7970342994000498,0.8845640135100097,0.7632553336524155,0.8363388658266092
105,506,71,0.8609500673324435,0.6103563771844516,0.8066582331071694,0.7187894161867809,0.8627101567475561
106,220,96,0.8694572819916337,0.7636674647062105,0.8753146451084154,0.7501859613746776,0.824805889375074
107,256,224,0.8743038151266564,0.8097524610725196,0.8707112219439467,0.7673582857858092,0.8492395430105113
108,602,261,0.8794637509302112,0.7495873774992207,0.8639189828819553,0.7729031618106115,0.8243294870047595
109,1296,354,0.8680578911196346,0.6489233171646633,0.8345041410135745,0.7567939587216961,0.8223598203174565
110,169,198,0.8860726458489568,0.8207154476975618,0.8698474567460209,0.7636150431811681,0.8547506535921545
111,279,685,0.8702452408181958,0.7449381841429381,0.8545149584190707,0.7600578332335628,0.8328101688090002
112,134,46,0.8712048690196801,0.6784936277887789,0.8571223873510796,0.7225259278613154,0.8532902652054332
113,326,181,0.874954372720832,0.7786361330168423,0.8776188864928908,0.7774342234318028,0.8360206148558879
114,420,464,0.8811763828405105,0.8190177140282346,0.8871639927597744,0.7783405756723423,0.8440657573379278
115,141,333,0.8759887114866223,0.7142062540279979,0.864275825099689,0.741588688965415,0.8530811647066917
116,240,327,0.8840672547827393,0.7985523117913769,0.8783648365118947,0.7809658855391636,0.8305882641284008
117,270,501,0.8807370074152516,0.7792192245917116,0.875932716952928,0.7612919804707194,0.8349187617725043
118,125,172,0.8806185977803318,0.8091482971326376,0.8739715382963245,0.784594860350403,0.8295466983578204
119,237,178,0.8783724152628499,0.8052070174922094,0.853670453687499,0.7829270825528213,0.8158798505345011
120,64,93,0.8872157245303666,0.7846443148930031,0.8865070814012703,0.7714810801668651,0.8201409861503579
121,344,147,0.8707249285374181,0.729323384640924,0.8715479264025621,0.7549326476410985,0.8295187830209015
